repetition,fold,mf_set,learner,dataset_id,dataset_name,top1_predicted,SRC,WRC,NDCG@3,Top1Hit,Regret@1,ARI,AMI
0,0,Distance,RF,16,mfeat-karhunen,KM,0.8999999999999998,0.872262773722628,0.9445904732618082,1.0,0.0,0.6102743009766289,0.6937446884214072
0,0,Distance,RF,151,electricity,KM,0.49999999999999994,0.36131386861313863,0.792871404409918,0.0,0.5,-0.0005862372274533957,-0.00012743248203640628
0,0,Distance,RF,23517,numerai28.6,AA,0.6,0.427007299270073,0.9036904578863016,0.0,0.25,1.3873919245597174e-05,0.00040805393242904795
0,0,Distance,RF,40701,churn,AA,0.20519567041703085,0.37523938719322825,0.7842660270254342,1.0,0.0,0.0016908672914999015,0.00023778599508155002
0,0,Distance,RF,40982,steel-plates-fault,AA,0.19999999999999998,0.208029197080292,0.792871404409918,0.0,0.5,0.21709612855368593,0.32297262053690523
0,0,Distance,RF,40983,wilt,AA,0.8207826816681234,0.7806708682974504,0.9162783296289364,1.0,0.0,-0.000388493192815281,-0.0003016569537181379
0,0,CaD-Sp,kNN,6,letter,AA,0.7,0.5255474452554745,0.9036904578863016,0.0,0.5,0.05646500122894982,0.2855365406843245
0,0,CaD-Sp,kNN,16,mfeat-karhunen,KM,0.6668859288553501,0.6470111271873974,0.9155714505364381,1.0,0.0,0.6102743009766289,0.6937446884214072
0,0,CaD-Sp,kNN,151,electricity,KM,0.49999999999999994,0.36131386861313863,0.792871404409918,0.0,0.5,-0.0005862372274533957,-0.00012743248203640628
0,0,CaD-Sp,kNN,23517,numerai28.6,KM,0.6,0.6569343065693432,0.8891809465236166,1.0,0.0,-2.5658449056591446e-05,-1.3313420891169222e-05
0,0,CaD-Sp,kNN,40701,churn,KM,-0.13157894736842107,0.20561645650041635,0.7014868789205541,0.0,1.0,-9.857115402920466e-05,-0.00018112380452228125
0,0,CaD-Sp,kNN,40982,steel-plates-fault,KM,0.7,0.6532846715328468,0.8746714351609314,1.0,0.0,0.1711918238306437,0.2899443391081224
0,0,CaD-Sp,kNN,40983,wilt,AA,0.8207826816681234,0.7806708682974504,0.9162783296289364,1.0,0.0,-0.000388493192815281,-0.0003016569537181379
0,0,CaD-Sp,RF,6,letter,AA,0.7,0.5255474452554745,0.9036904578863016,0.0,0.5,0.05646500122894982,0.2855365406843245
0,0,CaD-Sp,RF,16,mfeat-karhunen,KM,0.6,0.5255474452554745,0.8601619237982463,1.0,0.0,0.6102743009766289,0.6937446884214072
0,0,CaD-Sp,RF,151,electricity,AA,0.7,0.6532846715328468,0.8746714351609314,1.0,0.0,0.00014073121802361723,0.0001014216716991601
0,0,CaD-Sp,RF,23517,numerai28.6,KM,0.7,0.7554744525547444,0.9445904732618082,1.0,0.0,-2.5658449056591446e-05,-1.3313420891169222e-05
0,0,CaD-Sp,RF,40701,churn,AA,0.35909242322980395,0.5539248096661942,0.8697485913495037,1.0,0.0,0.0016908672914999015,0.00023778599508155002
0,0,CaD-Sp,RF,40982,steel-plates-fault,AA,0.19999999999999998,0.208029197080292,0.792871404409918,0.0,0.5,0.21709612855368593,0.32297262053690523
0,0,CaD-Sp,RF,40983,wilt,AA,0.6155870112510925,0.6788442333021307,0.8604638827148939,1.0,0.0,-0.000388493192815281,-0.0003016569537181379
0,0,CaD-Ke,kNN,6,letter,AA,0.6,0.4270072992700729,0.9036904578863016,0.0,0.5,0.05646500122894982,0.2855365406843245
0,0,CaD-Ke,kNN,16,mfeat-karhunen,KM,0.6,0.5255474452554745,0.8601619237982463,1.0,0.0,0.6102743009766289,0.6937446884214072
0,0,CaD-Ke,kNN,151,electricity,KM,0.49999999999999994,0.36131386861313863,0.792871404409918,0.0,0.5,-0.0005862372274533957,-0.00012743248203640628
0,0,CaD-Ke,kNN,23517,numerai28.6,AA,0.49999999999999994,0.3284671532846716,0.8482809311481098,0.0,0.25,1.3873919245597174e-05,0.00040805393242904795
0,0,CaD-Ke,kNN,40701,churn,AA,0.05129891760425771,0.19655396472026246,0.7842660270254342,1.0,0.0,0.0016908672914999015,0.00023778599508155002
0,0,CaD-Ke,kNN,40982,steel-plates-fault,AA,0.19999999999999998,0.208029197080292,0.792871404409918,0.0,0.5,0.21709612855368593,0.32297262053690523
0,0,CaD-Ke,kNN,40983,wilt,KM,0.6668859288553503,0.47519096331149147,0.8544799745984211,0.0,0.375,-0.0010474343544745028,0.018128161914637137
0,0,CaD-Ke,RF,6,letter,AA,0.6,0.4270072992700729,0.9036904578863016,0.0,0.5,0.05646500122894982,0.2855365406843245
0,0,CaD-Ke,RF,16,mfeat-karhunen,KM,0.6,0.5255474452554745,0.8601619237982463,1.0,0.0,0.6102743009766289,0.6937446884214072
0,0,CaD-Ke,RF,151,electricity,AA,0.7,0.6532846715328468,0.8746714351609314,1.0,0.0,0.00014073121802361723,0.0001014216716991601
0,0,CaD-Ke,RF,23517,numerai28.6,KM,0.7,0.7554744525547444,0.9445904732618082,1.0,0.0,-2.5658449056591446e-05,-1.3313420891169222e-05
0,0,CaD-Ke,RF,40701,churn,AA,0.35909242322980395,0.5539248096661942,0.8697485913495037,1.0,0.0,0.0016908672914999015,0.00023778599508155002
0,0,CaD-Ke,RF,40982,steel-plates-fault,AA,0.19999999999999998,0.208029197080292,0.792871404409918,0.0,0.5,0.21709612855368593,0.32297262053690523
0,0,CaD-Ke,RF,40983,wilt,KM,0.30779350562554625,0.20365326999063935,0.7986655276843787,0.0,0.375,-0.0010474343544745028,0.018128161914637137
0,0,CaD-Ch,kNN,6,letter,AA,0.49999999999999994,0.36131386861313863,0.792871404409918,0.0,0.5,0.05646500122894982,0.2855365406843245
0,0,CaD-Ch,kNN,16,mfeat-karhunen,KM,0.7,0.7080291970802922,0.9155714505364381,1.0,0.0,0.6102743009766289,0.6937446884214072
0,0,CaD-Ch,kNN,151,electricity,AA,0.7999999999999999,0.718978102189781,0.9854904886373149,1.0,0.0,0.00014073121802361723,0.0001014216716991601
0,0,CaD-Ch,kNN,23517,numerai28.6,KM,0.6,0.6569343065693432,0.8891809465236166,1.0,0.0,-2.5658449056591446e-05,-1.3313420891169222e-05
0,0,CaD-Ch,kNN,40701,churn,AA,0.05129891760425771,0.19655396472026246,0.7842660270254342,1.0,0.0,0.0016908672914999015,0.00023778599508155002
0,0,CaD-Ch,kNN,40982,steel-plates-fault,KM,0.7,0.6532846715328468,0.8746714351609314,1.0,0.0,0.1711918238306437,0.2899443391081224
0,0,CaD-Ch,kNN,40983,wilt,AA,0.5642880936468347,0.6279309158044709,0.9162783296289364,1.0,0.0,-0.000388493192815281,-0.0003016569537181379
0,0,CaD-Ch,RF,6,letter,AA,0.7,0.5255474452554745,0.9036904578863016,0.0,0.5,0.05646500122894982,0.2855365406843245
0,0,CaD-Ch,RF,16,mfeat-karhunen,KM,0.6,0.5255474452554745,0.8601619237982463,1.0,0.0,0.6102743009766289,0.6937446884214072
0,0,CaD-Ch,RF,151,electricity,AA,0.7,0.6532846715328468,0.8746714351609314,1.0,0.0,0.00014073121802361723,0.0001014216716991601
0,0,CaD-Ch,RF,23517,numerai28.6,KM,0.7,0.7554744525547444,0.9445904732618082,1.0,0.0,-2.5658449056591446e-05,-1.3313420891169222e-05
0,0,CaD-Ch,RF,40701,churn,AA,0.35909242322980395,0.5539248096661942,0.8697485913495037,1.0,0.0,0.0016908672914999015,0.00023778599508155002
0,0,CaD-Ch,RF,40982,steel-plates-fault,KM,0.39999999999999997,0.5,0.8746714351609314,1.0,0.0,0.1711918238306437,0.2899443391081224
0,0,CaD-Ch,RF,40983,wilt,AA,0.5642880936468347,0.6279309158044709,0.9162783296289364,1.0,0.0,-0.000388493192815281,-0.0003016569537181379
0,1,MeanRank,Baseline,28,optdigits,AA,0.39999999999999997,0.4343065693430659,0.792871404409918,0.0,0.75,0.4971651473456614,0.7228395541931623
0,1,MeanRank,Baseline,32,pendigits,AA,0.6668859288553503,0.33942211665106536,0.9162783296289364,0.0,0.375,0.4011574006739056,0.6417032203842405
0,1,MeanRank,Baseline,37,diabetes,AA,0.9999999999999999,1.0,1.0,1.0,0.0,0.002253191607063274,0.0016162827538771544
0,1,MeanRank,Baseline,1053,jm1,AA,0.7999999999999999,0.718978102189781,0.9854904886373149,1.0,0.0,0.000952527733286133,-6.698255679980512e-05
0,1,MeanRank,Baseline,1462,banknote-authentication,AA,0.7,0.7554744525547444,0.9445904732618082,1.0,0.0,0.07863794824824204,0.07763244630407619
0,1,MeanRank,Baseline,6332,cylinder-bands,AA,0.6155870112510925,0.6788442333021307,0.8604638827148939,1.0,0.0,-0.0020700545741660463,-0.0014704373490496015
